,id,innings,overs,ball_number,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,iswicket_delivery,player_out,dismisal_kind,fielders_involved,batting_team
146011,598012,1,7,6,V Kohli,RA Jadeja,MA Agarwal,,2,0,2,0,0,,,,Royal Challengers Bangalore
146013,598012,1,8,2,V Kohli,R Ashwin,MA Agarwal,,1,0,1,0,0,,,,Royal Challengers Bangalore
146015,598012,1,8,4,V Kohli,R Ashwin,MA Agarwal,,1,0,1,0,0,,,,Royal Challengers Bangalore
146019,598012,1,9,1,V Kohli,RA Jadeja,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146021,598012,1,9,3,V Kohli,RA Jadeja,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146023,598012,1,9,5,V Kohli,RA Jadeja,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146025,598012,1,10,1,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146027,598012,1,10,3,V Kohli,R Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
146028,598012,1,10,4,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146030,598012,1,10,6,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146031,598012,1,11,1,V Kohli,DJ Bravo,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
146032,598012,1,11,2,V Kohli,DJ Bravo,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146034,598012,1,11,4,V Kohli,DJ Bravo,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
146035,598012,1,11,5,V Kohli,DJ Bravo,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
146036,598012,1,11,6,V Kohli,DJ Bravo,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146037,598012,1,12,1,V Kohli,R Ashwin,AB de Villiers,,6,0,6,0,0,,,,Royal Challengers Bangalore
146038,598012,1,12,2,V Kohli,R Ashwin,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
146039,598012,1,12,3,V Kohli,R Ashwin,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
146040,598012,1,12,4,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146046,598012,1,13,4,V Kohli,DJ Bravo,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146053,598012,1,14,5,V Kohli,DP Nannes,AB de Villiers,noballs,1,1,2,0,0,,,,Royal Challengers Bangalore
146055,598012,1,14,7,V Kohli,DP Nannes,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
146059,598012,1,15,4,V Kohli,DJ Bravo,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146061,598012,1,15,6,V Kohli,DJ Bravo,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
146062,598012,1,15,7,V Kohli,DJ Bravo,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
146063,598012,1,15,8,V Kohli,DJ Bravo,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
146064,598012,1,16,1,V Kohli,CH Morris,AB de Villiers,,6,0,6,0,0,,,,Royal Challengers Bangalore
146065,598012,1,16,2,V Kohli,CH Morris,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
146066,598012,1,16,3,V Kohli,CH Morris,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
146067,598012,1,16,4,V Kohli,CH Morris,AB de Villiers,,0,0,0,0,1,V Kohli,caught,MS Dhoni,Royal Challengers Bangalore
147084,598008,2,2,5,V Kohli,R McLaren,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147085,598008,2,2,6,V Kohli,R McLaren,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
147087,598008,2,3,1,V Kohli,JH Kallis,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147088,598008,2,3,2,V Kohli,JH Kallis,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147089,598008,2,3,3,V Kohli,JH Kallis,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147090,598008,2,3,4,V Kohli,JH Kallis,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147091,598008,2,3,5,V Kohli,JH Kallis,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147092,598008,2,3,6,V Kohli,JH Kallis,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147096,598008,2,4,4,V Kohli,SP Narine,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147097,598008,2,4,5,V Kohli,SP Narine,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
147099,598008,2,5,1,V Kohli,R McLaren,CH Gayle,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
147100,598008,2,5,2,V Kohli,R McLaren,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
147101,598008,2,5,3,V Kohli,R McLaren,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147102,598008,2,5,4,V Kohli,R McLaren,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
147103,598008,2,5,5,V Kohli,R McLaren,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
147106,598008,2,6,1,V Kohli,SP Narine,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147107,598008,2,6,2,V Kohli,SP Narine,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147108,598008,2,6,3,V Kohli,SP Narine,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
147110,598008,2,6,5,V Kohli,SP Narine,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
147111,598008,2,6,6,V Kohli,SP Narine,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
147112,598008,2,7,1,V Kohli,L Balaji,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
147115,598008,2,7,4,V Kohli,L Balaji,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147116,598008,2,7,5,V Kohli,L Balaji,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
147117,598008,2,7,6,V Kohli,L Balaji,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
147120,598008,2,8,3,V Kohli,PJ Sangwan,CH Gayle,,6,0,6,0,0,,,,Royal Challengers Bangalore
147121,598008,2,8,4,V Kohli,PJ Sangwan,CH Gayle,,6,0,6,0,0,,,,Royal Challengers Bangalore
147122,598008,2,8,5,V Kohli,PJ Sangwan,CH Gayle,noballs,1,1,2,0,0,,,,Royal Challengers Bangalore
147125,598008,2,9,1,V Kohli,L Balaji,CH Gayle,,0,0,0,0,1,V Kohli,caught,EJG Morgan,Royal Challengers Bangalore
147907,598004,1,1,2,V Kohli,GH Vihari,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
147910,598004,1,1,5,V Kohli,GH Vihari,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
147911,598004,1,1,6,V Kohli,GH Vihari,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
147912,598004,1,2,1,V Kohli,DW Steyn,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
147913,598004,1,2,2,V Kohli,DW Steyn,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
147914,598004,1,2,3,V Kohli,DW Steyn,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
147915,598004,1,2,4,V Kohli,DW Steyn,TM Dilshan,,4,0,4,0,0,,,,Royal Challengers Bangalore
147916,598004,1,2,5,V Kohli,DW Steyn,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
147917,598004,1,2,6,V Kohli,DW Steyn,TM Dilshan,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
147918,598004,1,2,7,V Kohli,DW Steyn,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
147919,598004,1,3,1,V Kohli,I Sharma,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
147921,598004,1,3,3,V Kohli,I Sharma,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
147924,598004,1,3,6,V Kohli,I Sharma,KK Nair,,0,0,0,0,0,,,,Royal Challengers Bangalore
147926,598004,1,4,2,V Kohli,Ankit Sharma,KK Nair,,0,0,0,0,0,,,,Royal Challengers Bangalore
147927,598004,1,4,3,V Kohli,Ankit Sharma,KK Nair,,0,0,0,0,0,,,,Royal Challengers Bangalore
147928,598004,1,4,4,V Kohli,Ankit Sharma,KK Nair,,4,0,4,0,0,,,,Royal Challengers Bangalore
147929,598004,1,4,5,V Kohli,Ankit Sharma,KK Nair,,1,0,1,0,0,,,,Royal Challengers Bangalore
147931,598004,1,5,1,V Kohli,I Sharma,KK Nair,,0,0,0,0,0,,,,Royal Challengers Bangalore
147932,598004,1,5,2,V Kohli,I Sharma,KK Nair,,0,0,0,0,0,,,,Royal Challengers Bangalore
147933,598004,1,5,3,V Kohli,I Sharma,KK Nair,,4,0,4,0,0,,,,Royal Challengers Bangalore
147934,598004,1,5,4,V Kohli,I Sharma,KK Nair,,1,0,1,0,0,,,,Royal Challengers Bangalore
147937,598004,1,6,1,V Kohli,NLTC Perera,KK Nair,,1,0,1,0,0,,,,Royal Challengers Bangalore
147941,598004,1,6,5,V Kohli,NLTC Perera,KK Nair,,0,0,0,0,0,,,,Royal Challengers Bangalore
147942,598004,1,6,6,V Kohli,NLTC Perera,KK Nair,,0,0,0,0,0,,,,Royal Challengers Bangalore
147946,598004,1,7,4,V Kohli,A Mishra,MC Henriques,,0,0,0,0,0,,,,Royal Challengers Bangalore
147947,598004,1,7,5,V Kohli,A Mishra,MC Henriques,,0,0,0,0,0,,,,Royal Challengers Bangalore
147948,598004,1,7,6,V Kohli,A Mishra,MC Henriques,,0,0,0,0,0,,,,Royal Challengers Bangalore
147951,598004,1,8,3,V Kohli,NLTC Perera,MC Henriques,,0,0,0,0,0,,,,Royal Challengers Bangalore
147952,598004,1,8,4,V Kohli,NLTC Perera,MC Henriques,,2,0,2,0,0,,,,Royal Challengers Bangalore
147953,598004,1,8,5,V Kohli,NLTC Perera,MC Henriques,,1,0,1,0,0,,,,Royal Challengers Bangalore
147955,598004,1,9,1,V Kohli,A Mishra,MC Henriques,,1,0,1,0,0,,,,Royal Challengers Bangalore
147960,598004,1,9,6,V Kohli,A Mishra,MC Henriques,,0,0,0,0,0,,,,Royal Challengers Bangalore
147962,598004,1,10,2,V Kohli,Ankit Sharma,MC Henriques,,4,0,4,0,0,,,,Royal Challengers Bangalore
147963,598004,1,10,3,V Kohli,Ankit Sharma,MC Henriques,,1,0,1,0,0,,,,Royal Challengers Bangalore
147966,598004,1,10,6,V Kohli,Ankit Sharma,MC Henriques,,0,0,0,0,0,,,,Royal Challengers Bangalore
147968,598004,1,11,2,V Kohli,A Mishra,MC Henriques,,1,0,1,0,0,,,,Royal Challengers Bangalore
147972,598004,1,11,6,V Kohli,A Mishra,MC Henriques,,1,0,1,0,0,,,,Royal Challengers Bangalore
147973,598004,1,12,1,V Kohli,I Sharma,MC Henriques,,1,0,1,0,0,,,,Royal Challengers Bangalore
147975,598004,1,12,3,V Kohli,I Sharma,MC Henriques,,6,0,6,0,0,,,,Royal Challengers Bangalore
147976,598004,1,12,4,V Kohli,I Sharma,MC Henriques,,2,0,2,0,0,,,,Royal Challengers Bangalore
147977,598004,1,12,5,V Kohli,I Sharma,MC Henriques,,1,0,1,0,0,,,,Royal Challengers Bangalore
147980,598004,1,13,2,V Kohli,A Ashish Reddy,MC Henriques,,1,0,1,0,0,,,,Royal Challengers Bangalore
147982,598004,1,13,4,V Kohli,A Ashish Reddy,MC Henriques,,4,0,4,0,0,,,,Royal Challengers Bangalore
147983,598004,1,13,5,V Kohli,A Ashish Reddy,MC Henriques,,0,0,0,0,0,,,,Royal Challengers Bangalore
147984,598004,1,13,6,V Kohli,A Ashish Reddy,MC Henriques,,0,0,0,0,1,V Kohli,caught and bowled,,Royal Challengers Bangalore
148156,598004,4,0,3,V Kohli,DW Steyn,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
148157,598004,4,0,4,V Kohli,DW Steyn,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
149109,597999,1,2,3,V Kohli,MG Johnson,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
149110,597999,1,2,4,V Kohli,MG Johnson,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
149111,597999,1,2,5,V Kohli,MG Johnson,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
149114,597999,1,3,1,V Kohli,MM Patel,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
149115,597999,1,3,2,V Kohli,MM Patel,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
149116,597999,1,3,3,V Kohli,MM Patel,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
149117,597999,1,3,4,V Kohli,MM Patel,CH Gayle,,6,0,6,0,0,,,,Royal Challengers Bangalore
149118,597999,1,3,5,V Kohli,MM Patel,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
149119,597999,1,3,6,V Kohli,MM Patel,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
149120,597999,1,4,1,V Kohli,JJ Bumrah,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
149121,597999,1,4,2,V Kohli,JJ Bumrah,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
149122,597999,1,4,3,V Kohli,JJ Bumrah,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
149123,597999,1,4,4,V Kohli,JJ Bumrah,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
149124,597999,1,4,5,V Kohli,JJ Bumrah,CH Gayle,,0,0,0,0,1,V Kohli,lbw,,Royal Challengers Bangalore
150944,548376,2,2,6,V Kohli,DW Steyn,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
150948,548376,2,3,4,V Kohli,MS Gony,TM Dilshan,,4,0,4,0,0,,,,Royal Challengers Bangalore
150949,548376,2,3,5,V Kohli,MS Gony,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
150950,548376,2,3,6,V Kohli,MS Gony,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
150951,548376,2,3,7,V Kohli,MS Gony,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
150957,548376,2,4,6,V Kohli,DW Steyn,SS Tiwary,,0,0,0,0,0,,,,Royal Challengers Bangalore
150960,548376,2,5,3,V Kohli,MS Gony,SS Tiwary,,2,0,2,0,0,,,,Royal Challengers Bangalore
150961,548376,2,5,4,V Kohli,MS Gony,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
150962,548376,2,5,5,V Kohli,MS Gony,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
150963,548376,2,5,6,V Kohli,MS Gony,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
150965,548376,2,6,2,V Kohli,V Pratap Singh,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
150967,548376,2,6,4,V Kohli,V Pratap Singh,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
150970,548376,2,7,1,V Kohli,A Mishra,AB de Villiers,,6,0,6,1,0,,,,Royal Challengers Bangalore
150971,548376,2,7,2,V Kohli,A Mishra,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
150972,548376,2,7,3,V Kohli,A Mishra,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
150979,548376,2,8,4,V Kohli,V Pratap Singh,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
150980,548376,2,8,5,V Kohli,V Pratap Singh,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
150981,548376,2,8,6,V Kohli,V Pratap Singh,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
150982,548376,2,9,1,V Kohli,A Mishra,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
150985,548376,2,9,4,V Kohli,A Mishra,MA Agarwal,,1,0,1,0,0,,,,Royal Challengers Bangalore
150988,548376,2,10,1,V Kohli,A Ashish Reddy,SS Tiwary,,0,0,0,0,0,,,,Royal Challengers Bangalore
150989,548376,2,10,2,V Kohli,A Ashish Reddy,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
150991,548376,2,10,4,V Kohli,A Ashish Reddy,SS Tiwary,,0,0,0,0,0,,,,Royal Challengers Bangalore
150992,548376,2,10,5,V Kohli,A Ashish Reddy,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
150994,548376,2,11,1,V Kohli,A Mishra,SS Tiwary,,0,0,0,0,0,,,,Royal Challengers Bangalore
150995,548376,2,11,2,V Kohli,A Mishra,SS Tiwary,,6,0,6,0,0,,,,Royal Challengers Bangalore
150996,548376,2,11,3,V Kohli,A Mishra,SS Tiwary,,0,0,0,0,0,,,,Royal Challengers Bangalore
150997,548376,2,11,4,V Kohli,A Mishra,SS Tiwary,,0,0,0,0,0,,,,Royal Challengers Bangalore
150998,548376,2,11,5,V Kohli,A Mishra,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
151003,548376,2,12,4,V Kohli,A Ashish Reddy,SS Tiwary,,0,0,0,0,0,,,,Royal Challengers Bangalore
151004,548376,2,12,5,V Kohli,A Ashish Reddy,SS Tiwary,,0,0,0,0,0,,,,Royal Challengers Bangalore
151005,548376,2,12,6,V Kohli,A Ashish Reddy,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
151006,548376,2,13,1,V Kohli,MS Gony,SS Tiwary,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
151007,548376,2,13,2,V Kohli,MS Gony,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
151011,548376,2,13,6,V Kohli,MS Gony,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
151015,548376,2,14,3,V Kohli,V Pratap Singh,SS Tiwary,,0,0,0,0,0,,,,Royal Challengers Bangalore
151016,548376,2,14,4,V Kohli,V Pratap Singh,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
151019,548376,2,15,1,V Kohli,A Ashish Reddy,SS Tiwary,,4,0,4,0,0,,,,Royal Challengers Bangalore
151020,548376,2,15,2,V Kohli,A Ashish Reddy,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
151023,548376,2,15,5,V Kohli,A Ashish Reddy,SS Tiwary,,6,0,6,0,0,,,,Royal Challengers Bangalore
151024,548376,2,15,6,V Kohli,A Ashish Reddy,SS Tiwary,,0,0,0,0,1,V Kohli,caught,MS Gony,Royal Challengers Bangalore
151793,548372,1,3,1,V Kohli,UT Yadav,CH Gayle,,2,0,2,0,0,,,,Royal Challengers Bangalore
151794,548372,1,3,2,V Kohli,UT Yadav,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
151795,548372,1,3,3,V Kohli,UT Yadav,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
151796,548372,1,3,4,V Kohli,UT Yadav,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151797,548372,1,3,5,V Kohli,UT Yadav,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151799,548372,1,4,1,V Kohli,VR Aaron,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
151800,548372,1,4,2,V Kohli,VR Aaron,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151801,548372,1,4,3,V Kohli,VR Aaron,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151802,548372,1,4,4,V Kohli,VR Aaron,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151803,548372,1,4,5,V Kohli,VR Aaron,CH Gayle,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
151804,548372,1,4,6,V Kohli,VR Aaron,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151805,548372,1,4,7,V Kohli,VR Aaron,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
151808,548372,1,5,3,V Kohli,AD Russell,CH Gayle,noballs,0,1,1,0,0,,,,Royal Challengers Bangalore
151809,548372,1,5,4,V Kohli,AD Russell,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151813,548372,1,6,1,V Kohli,IK Pathan,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151814,548372,1,6,2,V Kohli,IK Pathan,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151817,548372,1,6,5,V Kohli,IK Pathan,CH Gayle,,2,0,2,0,0,,,,Royal Challengers Bangalore
151818,548372,1,6,6,V Kohli,IK Pathan,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151819,548372,1,7,1,V Kohli,AD Russell,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151824,548372,1,7,6,V Kohli,AD Russell,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151825,548372,1,8,1,V Kohli,P Negi,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151826,548372,1,8,2,V Kohli,P Negi,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151829,548372,1,8,5,V Kohli,P Negi,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151830,548372,1,8,6,V Kohli,P Negi,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151833,548372,1,9,3,V Kohli,Y Venugopal Rao,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
151834,548372,1,9,4,V Kohli,Y Venugopal Rao,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151838,548372,1,10,2,V Kohli,IK Pathan,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151839,548372,1,10,3,V Kohli,IK Pathan,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151842,548372,1,10,6,V Kohli,IK Pathan,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151843,548372,1,11,1,V Kohli,P Negi,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151846,548372,1,11,4,V Kohli,P Negi,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151849,548372,1,12,1,V Kohli,AD Russell,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151856,548372,1,13,2,V Kohli,IK Pathan,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151861,548372,1,14,1,V Kohli,VR Aaron,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151863,548372,1,14,3,V Kohli,VR Aaron,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
151864,548372,1,14,4,V Kohli,VR Aaron,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151866,548372,1,14,6,V Kohli,VR Aaron,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151867,548372,1,15,1,V Kohli,P Negi,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151872,548372,1,15,6,V Kohli,P Negi,CH Gayle,,2,0,2,0,0,,,,Royal Challengers Bangalore
151874,548372,1,16,2,V Kohli,UT Yadav,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151878,548372,1,16,6,V Kohli,UT Yadav,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151879,548372,1,16,7,V Kohli,UT Yadav,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151880,548372,1,17,1,V Kohli,AD Russell,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
151881,548372,1,17,2,V Kohli,AD Russell,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151882,548372,1,17,3,V Kohli,AD Russell,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151885,548372,1,17,6,V Kohli,AD Russell,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151886,548372,1,18,1,V Kohli,UT Yadav,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151888,548372,1,18,3,V Kohli,UT Yadav,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
151889,548372,1,18,4,V Kohli,UT Yadav,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
151890,548372,1,18,5,V Kohli,UT Yadav,CH Gayle,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
151891,548372,1,18,6,V Kohli,UT Yadav,CH Gayle,,6,0,6,0,0,,,,Royal Challengers Bangalore
151892,548372,1,18,7,V Kohli,UT Yadav,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151893,548372,1,19,1,V Kohli,VR Aaron,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
151897,548372,1,19,5,V Kohli,VR Aaron,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
151898,548372,1,19,6,V Kohli,VR Aaron,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
152982,548367,1,2,3,V Kohli,MM Patel,TM Dilshan,,3,0,3,0,0,,,,Royal Challengers Bangalore
154231,548362,1,8,4,V Kohli,AD Mathews,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
154234,548362,1,9,1,V Kohli,R Sharma,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
154238,548362,1,9,5,V Kohli,R Sharma,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
154239,548362,1,9,6,V Kohli,R Sharma,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
154240,548362,1,10,1,V Kohli,MJ Clarke,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
154241,548362,1,10,2,V Kohli,MJ Clarke,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
154242,548362,1,10,3,V Kohli,MJ Clarke,TM Dilshan,,4,0,4,0,0,,,,Royal Challengers Bangalore
154243,548362,1,10,4,V Kohli,MJ Clarke,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
154244,548362,1,10,5,V Kohli,MJ Clarke,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
154245,548362,1,10,6,V Kohli,MJ Clarke,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
154246,548362,1,11,1,V Kohli,R Sharma,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
154248,548362,1,11,3,V Kohli,R Sharma,TM Dilshan,,0,0,0,0,1,V Kohli,caught,SPD Smith,Royal Challengers Bangalore
154838,548360,2,8,4,V Kohli,PP Ojha,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
154839,548360,2,8,5,V Kohli,PP Ojha,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154842,548360,2,9,2,V Kohli,Harbhajan Singh,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154845,548360,2,9,5,V Kohli,Harbhajan Singh,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
